Date,Close,Returns,Sorted Returns,,Replication,Simulated Returns,,Calculation of Value at Risk,,,,
28-03-2025,1270.03,-6.19%,-0.24%,,752,2.77%,,,,,,
01-09-2025,1353.90,-2.17%,-0.24%,,753,1.14%,,,,,,
07-08-2025,1383.87,45.26%,-0.24%,,754,1.65%,,,,,,
20-07-2021,952.70,-11.34%,-0.25%,,755,2.98%,,,,,,
31-01-2023,1074.52,0.33%,-0.25%,,756,1.10%,,,,,,
20-04-2023,1070.96,-30.07%,-0.25%,,757,2.92%,,,,,,
08-07-2025,1531.48,37.40%,-0.25%,,758,4.08%,,,,,,
05-05-2023,1114.65,-18.38%,-0.26%,,759,0.44%,,,,,,
10-10-2024,1365.60,16.05%,-0.26%,,760,1.09%,,,,,,
22-12-2022,1176.76,0.92%,-0.26%,,761,0.69%,,,,,,
20-11-2023,1166.04,-8.96%,-0.26%,,762,1.53%,,,,,,
09-01-2024,1280.77,6.28%,-0.26%,,763,-0.05%,,,,,,
24-08-2022,1205.04,1.12%,-0.27%,,764,-0.50%,,,,,,
06-04-2022,1191.70,-15.23%,-0.27%,,765,1.51%,,,,,,
15-05-2024,1405.87,-5.23%,-0.27%,,766,3.07%,,,,,,
24-09-2024,1483.45,31.92%,-0.27%,,767,0.42%,,,,,,
01-06-2023,1124.47,-5.50%,-0.27%,,768,1.40%,,,,,,
22-08-2022,1189.90,5.33%,-0.28%,,769,-0.16%,,,,,,
24-09-2021,1129.66,-5.98%,-0.29%,,770,4.04%,,,,,,
25-08-2022,1201.52,11.27%,-0.29%,,771,1.85%,,,,,,
15-12-2021,1079.83,-21.87%,-0.29%,,772,0.13%,,,,,,
28-07-2025,1382.08,11.17%,-0.29%,,773,2.02%,,,,,,
01-12-2022,1243.18,9.61%,-0.29%,,774,-0.05%,,,,,,
27-06-2022,1134.19,-27.79%,-0.30%,,775,-0.02%,,,,,,
23-12-2025,1570.70,35.70%,-0.30%,,776,-0.16%,,,,,,
18-04-2022,1157.48,1.44%,-0.31%,,777,0.48%,,,,,,
20-10-2023,1141.10,7.50%,-0.31%,,778,0.57%,,,,,,
29-09-2022,1061.49,-21.01%,-0.31%,,779,2.49%,,,,,,
30-03-2026,1343.90,15.13%,-0.31%,,780,-0.49%,,,,,,
23-11-2022,1167.28,-14.34%,-0.31%,,781,2.22%,,,,,,
26-05-2026,1362.70,41.90%,-0.31%,,782,0.86%,,,,,,
12-08-2021,960.30,-14.32%,-0.32%,,783,2.57%,,,,,,
02-06-2023,1120.79,3.55%,-0.33%,,784,0.04%,,,,,,
01-02-2022,1082.34,-15.84%,-0.33%,,785,-0.07%,,,,,,
22-04-2025,1286.06,-16.96%,-0.33%,,786,2.39%,,,,,,
01-07-2024,1548.69,11.22%,-0.34%,,787,0.91%,,,,,,
13-05-2024,1392.39,21.47%,-0.34%,,788,4.35%,,,,,,
30-09-2021,1146.29,5.97%,-0.34%,,789,4.88%,,,,,,
03-10-2022,1081.67,-21.21%,-0.35%,,790,3.07%,,,,,,
29-09-2025,1372.80,8.51%,-0.35%,,791,1.79%,,,,,,
02-05-2022,1265.14,0.15%,-0.35%,,792,2.70%,,,,,,
16-12-2024,1263.25,-9.14%,-0.36%,,793,2.88%,,,,,,
02-02-2026,1390.40,4.29%,-0.36%,,794,0.14%,,,,,,
23-10-2024,1333.20,11.66%,-0.36%,,795,2.85%,,,,,,
14-12-2022,1193.97,2.84%,-0.36%,,796,1.09%,,,,,,
13-04-2022,1161.03,11.75%,-0.37%,,797,0.25%,,,,,,
14-03-2023,1038.96,-32.53%,-0.37%,,798,1.50%,,,,,,
30-12-2025,1539.80,-2.08%,-0.38%,,799,3.39%,,,,,,
10-07-2024,1572.59,15.73%,-0.38%,,800,4.62%,,,,,,
13-05-2026,1358.80,-0.34%,-0.38%,,801,-1.77%,,,,,,
03-10-2025,1363.40,-7.21%,-0.39%,,802,1.01%,,,,,,
24-05-2024,1469.37,32.82%,-0.39%,,803,2.48%,,,,,,
08-09-2021,1106.29,-9.56%,-0.39%,,804,0.99%,,,,,,
21-02-2025,1223.26,-11.39%,-0.39%,,805,-0.49%,,,,,,
27-01-2026,1380.50,-0.75%,-0.40%,,806,2.23%,,,,,,
29-01-2026,1391.00,-3.74%,-0.41%,,807,3.99%,,,,,,
24-06-2025,1445.03,-7.57%,-0.41%,,808,2.72%,,,,,,
27-11-2025,1563.40,33.76%,-0.41%,,809,1.89%,,,,,,
22-09-2023,1168.82,-14.99%,-0.42%,,810,0.27%,,,,,,
12-08-2025,1374.91,12.28%,-0.42%,,811,1.35%,,,,,,
03-08-2023,1224.53,-17.06%,-0.42%,,812,1.55%,,,,,,
26-02-2024,1476.40,49.92%,-0.42%,,813,2.94%,,,,,,
17-08-2021,984.76,-21.80%,-0.43%,,814,0.75%,,,,,,
06-06-2022,1259.27,5.80%,-0.43%,,815,0.30%,,,,,,
15-11-2022,1190.22,9.49%,-0.45%,,816,2.41%,,,,,,
22-02-2022,1087.02,-9.01%,-0.45%,,817,2.45%,,,,,,
31-08-2023,1194.66,-20.46%,-0.46%,,818,1.44%,,,,,,
30-07-2024,1502.03,5.37%,-0.46%,,819,0.23%,,,,,,
17-06-2025,1425.51,16.36%,-0.46%,,820,3.64%,,,,,,
25-08-2023,1225.11,4.56%,-0.46%,,821,0.22%,,,,,,
27-05-2022,1171.70,-16.77%,-0.46%,,822,2.74%,,,,,,
23-03-2026,1407.80,-4.55%,-0.47%,,823,0.08%,,,,,,
28-03-2024,1474.93,-1.88%,-0.47%,,824,0.75%,,,,,,
03-09-2024,1503.12,0.94%,-0.47%,,825,2.79%,,,,,,
05-03-2024,1489.18,37.79%,-0.48%,,826,1.23%,,,,,,
23-02-2023,1080.76,-9.60%,-0.48%,,827,0.45%,,,,,,
14-11-2022,1195.59,-18.49%,-0.48%,,828,1.77%,,,,,,
13-09-2024,1466.77,6.67%,-0.48%,,829,2.18%,,,,,,
13-10-2025,1375.00,-10.64%,-0.48%,,830,0.15%,,,,,,
03-12-2025,1538.80,11.27%,-0.49%,,831,0.54%,,,,,,
24-09-2025,1383.00,-1.53%,-0.49%,,832,2.14%,,,,,,
30-07-2025,1404.49,19.92%,-0.49%,,833,2.49%,,,,,,
16-12-2022,1171.19,15.26%,-0.49%,,834,2.76%,,,,,,
16-03-2023,1016.12,-28.09%,-0.50%,,835,0.63%,,,,,,
20-08-2025,1413.00,-1.59%,-0.50%,,836,1.42%,,,,,,
12-06-2025,1435.87,29.42%,-0.50%,,837,2.23%,,,,,,
23-01-2023,1109.42,-21.21%,-0.51%,,838,1.75%,,,,,,
02-06-2025,1408.08,16.21%,-0.51%,,839,0.98%,,,,,,
26-12-2024,1211.71,11.97%,-0.51%,,840,2.87%,,,,,,
14-10-2022,1082.22,-24.94%,-0.51%,,841,1.84%,,,,,,
26-04-2024,1441.88,-3.51%,-0.51%,,842,1.68%,,,,,,
31-07-2024,1494.36,47.56%,-0.51%,,843,1.54%,,,,,,
22-06-2021,1012.74,-20.45%,-0.51%,,844,2.03%,,,,,,
11-12-2024,1273.12,23.91%,-0.52%,,845,2.23%,,,,,,
31-08-2021,1027.49,-14.03%,-0.53%,,846,0.96%,,,,,,
26-08-2022,1195.11,-15.08%,-0.53%,,847,3.62%,,,,,,
19-09-2025,1407.40,12.08%,-0.54%,,848,0.25%,,,,,,
18-11-2024,1255.73,-1.37%,-0.54%,,849,0.20%,,,,,,
05-02-2025,1273.12,19.85%,-0.54%,,850,1.26%,,,,,,
02-02-2023,1062.24,0.15%,-0.55%,,851,0.78%,,,,,,
13-02-2023,1060.60,12.22%,-0.57%,,852,1.68%,,,,,,
09-08-2021,945.13,-20.13%,-0.57%,,853,1.62%,,,,,,
16-11-2022,1183.40,17.85%,-0.57%,,854,3.12%,,,,,,
08-06-2021,1004.17,-30.35%,-0.57%,,855,-1.49%,,,,,,
12-02-2024,1441.68,28.41%,-0.58%,,856,0.51%,,,,,,
21-03-2022,1122.70,-6.08%,-0.58%,,857,2.78%,,,,,,
28-02-2025,1195.33,-14.61%,-0.58%,,858,0.84%,,,,,,
03-06-2025,1399.91,18.78%,-0.58%,,859,2.14%,,,,,,
07-09-2022,1178.56,5.80%,-0.58%,,860,1.77%,,,,,,
24-05-2023,1113.97,3.31%,-0.58%,,861,-0.35%,,,,,,
26-04-2023,1078.29,-25.75%,-0.59%,,862,2.55%,,,,,,
04-04-2024,1452.18,23.81%,-0.59%,,863,-0.32%,,,,,,
15-11-2021,1172.93,6.35%,-0.59%,,864,0.51%,,,,,,
24-01-2023,1102.87,-0.96%,-0.59%,,865,1.20%,,,,,,
17-05-2023,1113.53,9.16%,-0.59%,,866,1.02%,,,,,,
29-03-2023,1020.13,-4.50%,-0.59%,,867,-0.09%,,,,,,
01-02-2023,1068.16,-26.72%,-0.59%,,868,3.20%,,,,,,
18-09-2024,1457.63,52.70%,-0.60%,,869,0.20%,,,,,,
01-07-2021,954.59,-23.06%,-0.60%,,870,-0.97%,,,,,,
08-08-2023,1240.73,17.68%,-0.60%,,871,0.06%,,,,,,
07-02-2022,1054.31,-9.24%,-0.61%,,872,-1.61%,,,,,,
25-09-2023,1161.63,-21.01%,-0.62%,,873,2.02%,,,,,,
17-07-2025,1470.53,25.38%,-0.62%,,874,0.76%,,,,,,
09-09-2022,1172.88,8.58%,-0.62%,,875,0.38%,,,,,,
23-02-2022,1080.22,-24.96%,-0.63%,,876,0.47%,,,,,,
24-04-2024,1439.52,-4.84%,-0.63%,,877,2.45%,,,,,,
02-07-2025,1512.76,58.40%,-0.63%,,878,0.70%,,,,,,
19-07-2021,955.05,-29.98%,-0.64%,,879,1.88%,,,,,,
30-09-2025,1364.00,-6.00%,-0.64%,,880,1.91%,,,,,,
23-06-2025,1451.00,3.11%,-0.64%,,881,2.94%,,,,,,
28-05-2025,1407.28,22.02%,-0.65%,,882,3.33%,,,,,,
07-11-2023,1153.36,21.51%,-0.65%,,883,0.23%,,,,,,
14-07-2021,949.16,-16.17%,-0.65%,,884,1.95%,,,,,,
11-05-2023,1132.25,-28.27%,-0.65%,,885,2.97%,,,,,,
09-07-2024,1578.59,46.04%,-0.66%,,886,3.09%,,,,,,
27-02-2023,1080.92,-4.45%,-0.66%,,887,1.95%,,,,,,
21-07-2022,1131.30,-4.63%,-0.67%,,888,1.32%,,,,,,
23-05-2022,1186.17,-18.19%,-0.67%,,889,-2.19%,,,,,,
16-02-2024,1449.84,0.30%,-0.68%,,890,1.83%,,,,,,
28-05-2024,1445.50,-0.02%,-0.69%,,891,3.44%,,,,,,
11-09-2024,1445.73,27.93%,-0.69%,,892,2.09%,,,,,,
03-11-2021,1130.07,-26.42%,-0.69%,,893,2.67%,,,,,,
24-11-2025,1535.90,59.97%,-0.69%,,894,5.01%,,,,,,
07-07-2021,960.10,-20.46%,-0.69%,,895,2.11%,,,,,,
11-10-2021,1206.99,25.97%,-0.70%,,896,0.84%,,,,,,
23-07-2021,958.12,-15.44%,-0.71%,,897,-0.65%,,,,,,
09-06-2023,1133.00,6.76%,-0.71%,,898,2.24%,,,,,,
10-04-2023,1061.29,-25.93%,-0.71%,,899,0.41%,,,,,,
10-06-2025,1432.78,16.12%,-0.71%,,900,2.01%,,,,,,
17-03-2025,1233.92,-12.81%,-0.73%,,901,1.81%,,,,,,
06-05-2025,1415.25,-3.05%,-0.73%,,902,0.67%,,,,,,
15-02-2024,1459.80,17.45%,-0.73%,,903,1.65%,,,,,,
13-03-2025,1242.94,5.90%,-0.73%,,904,1.01%,,,,,,
21-09-2023,1173.71,0.55%,-0.73%,,905,1.80%,,,,,,
03-01-2023,1167.28,-13.75%,-0.73%,,906,2.48%,,,,,,
21-04-2026,1353.30,0.27%,-0.73%,,907,1.51%,,,,,,
21-05-2026,1349.60,-10.24%,-0.74%,,908,0.87%,,,,,,
30-08-2024,1503.62,42.50%,-0.74%,,909,1.92%,,,,,,
06-02-2023,1055.17,-0.63%,-0.75%,,910,2.99%,,,,,,
02-03-2023,1061.83,-6.79%,-0.76%,,911,0.41%,,,,,,
26-06-2023,1139.21,-16.99%,-0.76%,,912,1.46%,,,,,,
25-09-2025,1372.40,15.09%,-0.77%,,913,5.05%,,,,,,
06-05-2022,1192.43,4.18%,-0.77%,,914,1.69%,,,,,,
19-10-2023,1144.60,-22.55%,-0.77%,,915,0.61%,,,,,,
14-07-2025,1477.80,27.96%,-0.77%,,916,0.67%,,,,,,
01-11-2022,1154.87,-2.61%,-0.77%,,917,1.72%,,,,,,
29-08-2022,1185.82,-16.33%,-0.78%,,918,1.76%,,,,,,
06-02-2024,1417.31,10.37%,-0.78%,,919,2.64%,,,,,,
08-01-2024,1284.17,-12.83%,-0.78%,,920,-0.77%,,,,,,
04-11-2025,1473.10,33.54%,-0.78%,,921,2.84%,,,,,,
18-02-2022,1103.13,-14.02%,-0.78%,,922,2.49%,,,,,,
29-12-2023,1282.98,11.54%,-0.79%,,923,2.07%,,,,,,
29-09-2021,1150.20,-11.95%,-0.79%,,924,1.21%,,,,,,
06-12-2024,1306.33,2.08%,-0.79%,,925,3.22%,,,,,,
10-12-2024,1279.74,-12.29%,-0.80%,,926,1.10%,,,,,,
01-10-2024,1459.00,-6.37%,-0.80%,,927,0.52%,,,,,,
24-12-2025,1558.20,34.64%,-0.80%,,928,2.13%,,,,,,
04-03-2025,1157.28,-16.51%,-0.80%,,929,0.42%,,,,,,
25-07-2025,1386.16,-7.25%,-0.80%,,930,0.41%,,,,,,
27-08-2024,1494.48,-3.02%,-0.80%,,931,2.78%,,,,,,
03-07-2024,1541.02,34.24%,-0.81%,,932,1.02%,,,,,,
23-06-2023,1147.97,7.62%,-0.82%,,933,2.25%,,,,,,
10-02-2023,1066.67,-22.74%,-0.82%,,934,4.07%,,,,,,
13-03-2026,1380.70,45.01%,-0.83%,,935,3.12%,,,,,,
08-07-2021,952.16,-34.60%,-0.83%,,936,1.32%,,,,,,
11-03-2024,1455.82,15.98%,-0.83%,,937,2.14%,,,,,,
22-04-2022,1255.29,-13.81%,-0.84%,,938,-0.04%,,,,,,
12-04-2024,1456.37,34.58%,-0.84%,,939,0.93%,,,,,,
03-03-2022,1082.16,-10.26%,-0.84%,,940,0.46%,,,,,,
30-12-2024,1205.88,-3.51%,-0.85%,,941,1.65%,,,,,,
09-01-2025,1249.76,-15.38%,-0.85%,,942,1.47%,,,,,,
23-07-2024,1476.97,29.48%,-0.85%,,943,0.58%,,,,,,
09-10-2023,1140.68,3.25%,-0.85%,,944,3.08%,,,,,,
03-05-2023,1104.77,19.17%,-0.86%,,945,1.61%,,,,,,
28-07-2021,927.02,-26.87%,-0.86%,,946,4.95%,,,,,,
11-11-2024,1267.64,27.63%,-0.86%,,947,0.68%,,,,,,
04-06-2021,993.24,-17.18%,-0.87%,,948,2.50%,,,,,,
25-02-2025,1199.21,-0.83%,-0.87%,,949,1.83%,,,,,,
18-09-2023,1209.27,-21.76%,-0.87%,,950,2.10%,,,,,,
29-12-2025,1545.60,66.90%,-0.87%,,951,0.88%,,,,,,
30-07-2021,926.09,-35.28%,-0.87%,,952,1.30%,,,,,,
24-06-2024,1430.88,50.75%,-0.88%,,953,-0.53%,,,,,,
28-06-2021,949.16,-13.51%,-0.88%,,954,1.91%,,,,,,
06-07-2022,1097.42,-28.25%,-0.88%,,955,1.22%,,,,,,
09-12-2025,1529.40,15.27%,-0.88%,,956,3.40%,,,,,,
31-10-2024,1326.75,-6.33%,-0.88%,,957,2.47%,,,,,,
27-05-2025,1416.44,-10.24%,-0.89%,,958,3.61%,,,,,,
05-01-2026,1578.10,19.32%,-0.89%,,959,3.49%,,,,,,
25-10-2024,1322.57,-14.25%,-0.89%,,960,2.31%,,,,,,
16-12-2025,1542.30,23.17%,-0.89%,,961,1.61%,,,,,,
13-07-2023,1252.17,18.04%,-0.89%,,962,0.33%,,,,,,
04-02-2022,1060.77,-14.00%,-0.91%,,963,2.25%,,,,,,
10-03-2025,1233.47,22.92%,-0.91%,,964,2.64%,,,,,,
23-06-2021,1003.46,-28.01%,-0.92%,,965,3.24%,,,,,,
27-02-2026,1393.90,-3.43%,-0.92%,,966,3.37%,,,,,,
05-02-2026,1443.40,0.87%,-0.92%,,967,1.18%,,,,,,
26-03-2024,1430.98,1.65%,-0.92%,,968,1.40%,,,,,,
15-03-2024,1407.81,-2.90%,-0.93%,,969,2.99%,,,,,,
12-08-2024,1449.89,17.14%,-0.93%,,970,1.99%,,,,,,
27-07-2023,1237.78,9.07%,-0.93%,,971,-0.66%,,,,,,
22-09-2022,1134.90,-22.03%,-0.94%,,972,3.36%,,,,,,
27-05-2024,1455.48,7.69%,-0.95%,,973,1.81%,,,,,,
17-01-2024,1351.57,-4.97%,-0.95%,,974,4.73%,,,,,,
13-06-2025,1422.22,27.47%,-0.95%,,975,2.41%,,,,,,
16-01-2023,1115.72,-5.22%,-0.95%,,976,1.86%,,,,,,
26-05-2022,1177.16,-12.48%,-0.95%,,977,-0.34%,,,,,,
04-03-2026,1345.00,11.96%,-0.96%,,978,2.33%,,,,,,
29-08-2023,1201.28,-5.26%,-0.96%,,979,-1.98%,,,,,,
26-03-2025,1267.99,7.46%,-0.96%,,980,0.89%,,,,,,
30-11-2023,1179.99,-13.19%,-0.97%,,981,1.62%,,,,,,
04-09-2025,1359.30,14.82%,-0.97%,,982,0.39%,,,,,,
25-10-2021,1183.85,-20.79%,-0.97%,,983,3.11%,,,,,,
30-06-2025,1494.63,5.03%,-0.98%,,984,1.98%,,,,,,
17-02-2026,1423.00,41.61%,-0.98%,,985,1.60%,,,,,,
20-03-2023,1004.86,-7.52%,-0.98%,,986,2.50%,,,,,,
07-07-2022,1086.61,-17.85%,-0.98%,,987,0.09%,,,,,,
19-05-2026,1322.70,-6.51%,-0.99%,,988,1.25%,,,,,,
19-03-2024,1414.78,20.94%,-0.99%,,989,1.25%,,,,,,
15-09-2022,1169.86,0.43%,-0.99%,,990,2.28%,,,,,,
19-06-2023,1164.89,-3.96%,-0.99%,,991,0.07%,,,,,,
28-08-2023,1212.90,-16.12%,-1.00%,,992,1.17%,,,,,,
11-06-2024,1445.97,2.62%,-1.00%,,993,2.91%,,,,,,
06-05-2024,1409.10,29.04%,-1.01%,,994,0.09%,,,,,,
21-02-2022,1091.98,15.87%,-1.01%,,995,3.24%,,,,,,
09-07-2021,942.42,-23.81%,-1.02%,,996,2.35%,,,,,,
10-01-2025,1236.96,10.99%,-1.02%,,997,4.83%,,,,,,
11-05-2022,1114.46,-10.75%,-1.02%,,998,0.98%,,,,,,
10-02-2025,1248.66,5.66%,-1.03%,,999,1.12%,,,,,,
04-07-2023,1181.76,-19.10%,-1.03%,,1000,1.45%,,,,,,
03-04-2024,1460.79,-1.86%,-1.03%,,1001,2.03%,,,,,,
30-10-2025,1488.50,6.29%,-1.04%,,1002,2.36%,,,,,,
07-05-2025,1400.41,10.30%,-1.05%,,1003,2.57%,,,,,,
29-04-2022,1269.60,35.78%,-1.05%,,1004,-1.59%,,,,,,
27-07-2021,935.05,-25.71%,-1.05%,,1005,2.79%,,,,,,
23-01-2025,1258.62,-15.43%,-1.05%,,1006,-0.84%,,,,,,
02-08-2024,1488.31,35.03%,-1.05%,,1007,1.42%,,,,,,
20-02-2023,1102.17,-22.94%,-1.06%,,1008,1.87%,,,,,,
29-05-2024,1430.19,25.95%,-1.06%,,1009,0.17%,,,,,,
31-10-2023,1135.55,-19.40%,-1.06%,,1010,0.46%,,,,,,
10-03-2026,1408.80,14.56%,-1.07%,,1011,-0.42%,,,,,,
02-08-2023,1229.70,-14.31%,-1.07%,,1012,1.01%,,,,,,
19-05-2025,1435.07,-0.24%,-1.07%,,1013,3.70%,,,,,,
08-08-2024,1438.48,10.33%,-1.07%,,1014,0.35%,,,,,,
04-12-2024,1303.74,13.69%,-1.08%,,1015,1.82%,,,,,,
09-11-2023,1146.79,-10.56%,-1.09%,,1016,3.45%,,,,,,
03-01-2024,1282.16,2.51%,-1.09%,,1017,0.08%,,,,,,
21-08-2023,1250.74,13.89%,-1.09%,,1018,2.16%,,,,,,
10-10-2022,1098.24,-22.07%,-1.09%,,1019,1.65%,,,,,,
22-08-2025,1409.20,19.18%,-1.09%,,1020,0.58%,,,,,,
28-10-2021,1182.39,-16.40%,-1.10%,,1021,-0.37%,,,,,,
30-05-2024,1414.38,0.51%,-1.11%,,1022,1.53%,,,,,,
22-07-2025,1407.18,16.32%,-1.11%,,1023,-1.01%,,,,,,
24-02-2025,1209.72,23.76%,-1.11%,,1024,2.43%,,,,,,
20-08-2021,977.48,-15.55%,-1.12%,,1025,-1.22%,,,,,,
22-06-2023,1157.45,-18.43%,-1.12%,,1026,2.52%,,,,,,
20-05-2025,1418.93,3.93%,-1.12%,,1027,-0.31%,,,,,,
07-10-2024,1365.27,27.79%,-1.14%,,1028,0.29%,,,,,,
18-04-2023,1068.36,-7.14%,-1.14%,,1029,2.00%,,,,,,
03-10-2023,1150.56,-20.56%,-1.14%,,1030,0.88%,,,,,,
23-10-2025,1448.40,17.88%,-1.15%,,1031,0.87%,,,,,,
20-10-2021,1228.71,-2.61%,-1.15%,,1032,-0.21%,,,,,,
07-02-2025,1261.66,11.82%,-1.16%,,1033,0.09%,,,,,,
21-10-2022,1128.28,-15.03%,-1.16%,,1034,1.03%,,,,,,
24-04-2026,1327.80,14.94%,-1.16%,,1035,0.14%,,,,,,
02-09-2022,1155.16,-16.66%,-1.17%,,1036,0.88%,,,,,,
23-01-2026,1386.10,43.37%,-1.17%,,1037,1.75%,,,,,,
06-07-2021,966.81,-13.30%,-1.18%,,1038,1.96%,,,,,,
20-01-2023,1115.06,-2.82%,-1.19%,,1039,3.03%,,,,,,
18-01-2022,1147.45,-17.49%,-1.19%,,1040,1.67%,,,,,,
22-09-2025,1390.60,10.55%,-1.19%,,1041,1.73%,,,,,,
12-12-2024,1257.88,6.46%,-1.20%,,1042,1.86%,,,,,,
14-09-2022,1181.57,-1.36%,-1.20%,,1043,1.83%,,,,,,
31-05-2022,1197.89,-20.82%,-1.21%,,1044,2.19%,,,,,,
09-07-2025,1512.96,28.83%,-1.21%,,1045,0.80%,,,,,,
10-11-2022,1174.34,-20.55%,-1.21%,,1046,1.84%,,,,,,
07-11-2025,1478.00,17.84%,-1.21%,,1047,4.73%,,,,,,
20-12-2023,1254.29,6.17%,-1.21%,,1048,0.62%,,,,,,
15-06-2022,1181.35,9.08%,-1.21%,,1049,0.58%,,,,,,
14-12-2021,1083.00,-16.05%,-1.22%,,1050,1.28%,,,,,,
09-12-2024,1290.00,-5.66%,-1.25%,,1051,2.02%,,,,,,
08-10-2025,1367.40,18.58%,-1.26%,,1052,-0.11%,,,,,,
11-01-2023,1153.18,-25.42%,-1.26%,,1053,3.32%,,,,,,
02-12-2025,1546.30,29.34%,-1.26%,,1054,0.91%,,,,,,
27-10-2021,1195.50,16.51%,-1.26%,,1055,1.53%,,,,,,
23-03-2023,1026.11,-26.24%,-1.27%,,1056,3.32%,,,,,,
07-05-2024,1391.18,8.66%,-1.27%,,1057,-0.59%,,,,,,
25-03-2025,1280.34,-10.37%,-1.28%,,1058,0.97%,,,,,,
05-02-2024,1428.45,33.43%,-1.28%,,1059,-0.24%,,,,,,
03-02-2022,1070.53,-10.48%,-1.29%,,1060,1.48%,,,,,,
14-06-2022,1195.82,-23.57%,-1.31%,,1061,0.95%,,,,,,
16-07-2024,1564.67,12.55%,-1.31%,,1062,3.03%,,,,,,
11-03-2026,1390.20,4.53%,-1.32%,,1063,-0.01%,,,,,,
09-04-2026,1330.00,13.65%,-1.32%,,1064,2.50%,,,,,,
04-08-2022,1170.25,-18.93%,-1.32%,,1065,-0.76%,,,,,,
21-06-2024,1443.52,25.15%,-1.32%,,1066,2.01%,,,,,,
18-10-2023,1153.46,-20.39%,-1.33%,,1067,2.72%,,,,,,
12-02-2026,1448.90,18.33%,-1.35%,,1068,1.26%,,,,,,
27-01-2025,1224.46,-9.33%,-1.36%,,1069,1.50%,,,,,,
02-04-2026,1350.50,42.91%,-1.37%,,1070,1.48%,,,,,,
26-07-2021,944.99,-29.66%,-1.37%,,1071,1.87%,,,,,,
23-04-2026,1343.40,8.22%,-1.37%,,1072,0.96%,,,,,,
24-01-2025,1241.34,14.13%,-1.37%,,1073,-1.23%,,,,,,
25-01-2023,1087.63,-22.52%,-1.38%,,1074,1.57%,,,,,,
22-05-2025,1403.79,0.70%,-1.39%,,1075,0.27%,,,,,,
20-01-2026,1394.00,-3.77%,-1.39%,,1076,3.27%,,,,,,
23-04-2024,1448.60,31.09%,-1.39%,,1077,0.52%,,,,,,
26-10-2023,1105.07,-5.13%,-1.39%,,1078,3.47%,,,,,,
16-06-2022,1164.83,-14.63%,-1.40%,,1079,1.54%,,,,,,
16-01-2024,1364.53,-1.56%,-1.40%,,1080,3.06%,,,,,,
05-08-2025,1386.16,0.11%,-1.40%,,1081,1.04%,,,,,,
31-07-2025,1384.67,15.88%,-1.41%,,1082,1.69%,,,,,,
05-04-2022,1194.88,-3.87%,-1.41%,,1083,2.60%,,,,,,
01-08-2023,1242.98,5.60%,-1.41%,,1084,2.27%,,,,,,
15-12-2022,1177.01,-0.24%,-1.42%,,1085,0.22%,,,,,,
21-12-2022,1179.82,5.33%,-1.42%,,1086,2.14%,,,,,,
16-05-2023,1120.15,-24.67%,-1.42%,,1087,1.29%,,,,,,
05-09-2024,1487.04,24.04%,-1.42%,,1088,-0.11%,,,,,,
31-03-2022,1198.84,-0.36%,-1.43%,,1089,5.01%,,,,,,
12-12-2023,1203.12,-4.15%,-1.44%,,1090,1.86%,,,,,,
17-08-2023,1255.24,17.32%,-1.44%,,1091,0.65%,,,,,,
24-11-2021,1069.92,-11.61%,-1.44%,,1092,0.39%,,,,,,
12-09-2023,1210.47,-14.16%,-1.44%,,1093,2.96%,,,,,,
13-05-2025,1410.07,-5.32%,-1.45%,,1094,2.52%,,,,,,
11-07-2025,1489.25,7.84%,-1.45%,,1095,2.09%,,,,,,
04-10-2024,1381.01,21.37%,-1.45%,,1096,-1.33%,,,,,,
02-11-2021,1137.89,-7.07%,-1.46%,,1097,2.40%,,,,,,
05-12-2022,1224.53,5.70%,-1.46%,,1098,-0.94%,,,,,,
28-09-2023,1158.48,0.47%,-1.47%,,1099,0.01%,,,,,,
05-08-2022,1153.00,-4.71%,-1.47%,,1100,1.28%,,,,,,
07-12-2022,1209.94,10.55%,-1.48%,,1101,2.04%,,,,,,
30-11-2021,1094.49,-11.80%,-1.48%,,1102,4.21%,,,,,,
03-02-2025,1240.94,6.25%,-1.48%,,1103,2.27%,,,,,,
10-01-2023,1167.90,9.78%,-1.48%,,1104,0.08%,,,,,,
27-01-2022,1063.86,-12.20%,-1.48%,,1105,0.74%,,,,,,
12-02-2025,1211.71,-6.82%,-1.48%,,1106,3.39%,,,,,,
07-11-2024,1300.46,5.73%,-1.49%,,1107,2.47%,,,,,,
11-02-2025,1229.94,0.97%,-1.50%,,1108,1.66%,,,,,,
21-11-2024,1218.13,-16.16%,-1.50%,,1109,0.69%,,,,,,
09-04-2024,1452.90,26.37%,-1.50%,,1110,1.22%,,,,,,
04-01-2023,1149.71,-20.60%,-1.51%,,1111,1.09%,,,,,,
19-06-2024,1447.93,17.08%,-1.51%,,1112,1.80%,,,,,,
19-11-2024,1236.71,3.83%,-1.51%,,1113,2.31%,,,,,,
09-12-2022,1191.05,-14.76%,-1.52%,,1114,3.89%,,,,,,
24-07-2025,1397.32,25.37%,-1.52%,,1115,0.27%,,,,,,
25-10-2022,1114.56,5.12%,-1.54%,,1116,2.83%,,,,,,
10-03-2023,1060.30,-2.52%,-1.55%,,1117,4.23%,,,,,,
17-09-2021,1087.73,-20.16%,-1.55%,,1118,-2.01%,,,,,,
08-08-2025,1362.36,21.28%,-1.55%,,1119,3.84%,,,,,,
